SWMM5 Interface File
*MODEL: Sewer catchment model to simulate sewer discharge from Central Fehraltorf to the the treatment plant at ARA Fehraltorf. This model includes the observed transfer flows from RUMLIKON at location 'f02' (node 555) and RUSSIKON at location 'f03' (node 11d). The model is not complete and may still contain errors! 
300  - reporting time step in sec
1    - number of constituents as listed below:
FLOW LPS
8    - number of nodes as listed below:
103d_SBW
ARA_Fehraltorf
Bacheinlauf1
Bacheinlauf2
Bacheinlauf30
Bacheinlauf47
Node_8
Notentlastung_48b
Node             Year Mon Day Hr  Min Sec FLOW      
Bacheinlauf2     2016 06  16  04  30  00  0.022738  
Bacheinlauf30    2016 06  16  04  30  00  0.000000  
Bacheinlauf47    2016 06  16  04  30  00  0.000000  
Node_8           2016 06  16  04  30  00  0.000000  
Notentlastung_48b 2016 06  16  04  30  00  0.000000  
103d_SBW         2016 06  16  04  35  00  0.091651  
ARA_Fehraltorf   2016 06  16  04  35  00  109.162858
Bacheinlauf1     2016 06  16  04  35  00  0.000000  
Bacheinlauf2     2016 06  16  04  35  00  0.012638  
Bacheinlauf30    2016 06  16  04  35  00  0.000000  
Bacheinlauf47    2016 06  16  04  35  00  0.000000  
Node_8           2016 06  16  04  35  00  0.000000  
Notentlastung_48b 2016 06  16  04  35  00  0.000000  
103d_SBW         2016 06  16  04  40  00  0.074281  
ARA_Fehraltorf   2016 06  16  04  40  00  111.510790
Bacheinlauf1     2016 06  16  04  40  00  0.000000  
Bacheinlauf2     2016 06  16  04  40  00  0.010746  
Bacheinlauf30    2016 06  16  04  40  00  0.000000  
Bacheinlauf47    2016 06  16  04  40  00  0.000000  
Node_8           2016 06  16  04  40  00  0.000000  
Notentlastung_48b 2016 06  16  04  40  00  0.000000  
103d_SBW         2016 06  16  04  45  00  0.065181  
ARA_Fehraltorf   2016 06  16  04  45  00  112.507060
Bacheinlauf1     2016 06  16  04  45  00  0.000000  
Bacheinlauf2     2016 06  16  04  45  00  0.009375  
Bacheinlauf30    2016 06  16  04  45  00  0.000000  
Bacheinlauf47    2016 06  16  04  45  00  0.000000  
Node_8           2016 06  16  04  45  00  0.000000  
Notentlastung_48b 2016 06  16  04  45  00  0.000000  
103d_SBW         2016 06  16  04  50  00  0.064020  
ARA_Fehraltorf   2016 06  16  04  50  00  112.732428
Bacheinlauf1     2016 06  16  04  50  00  0.000000  
Bacheinlauf2     2016 06  16  04  50  00  0.008814  
Bacheinlauf30    2016 06  16  04  50  00  0.000000  
Bacheinlauf47    2016 06  16  04  50  00  0.000000  
Node_8           2016 06  16  04  50  00  0.000000  
Notentlastung_48b 2016 06  16  04  50  00  0.000000  
103d_SBW         2016 06  16  04  55  00  0.064020  
ARA_Fehraltorf   2016 06  16  04  55  00  112.732428
Bacheinlauf1     2016 06  16  04  55  00  0.000000  
Bacheinlauf2     2016 06  16  04  55  00  0.008814  
Bacheinlauf30    2016 06  16  04  55  00  0.000000  
Bacheinlauf47    2016 06  16  04  55  00  0.000000  
Node_8           2016 06  16  04  55  00  0.000000  
Notentlastung_48b 2016 06  16  04  55  00  0.000000  
103d_SBW         2016 06  16  05  00  00  0.052861  
ARA_Fehraltorf   2016 06  16  05  00  00  112.631287
Bacheinlauf1     2016 06  16  05  00  00  0.000000  
Bacheinlauf2     2016 06  16  05  00  00  0.006847  
Bacheinlauf30    2016 06  16  05  00  00  0.000000  
Bacheinlauf47    2016 06  16  05  00  00  0.000000  
Node_8           2016 06  16  05  00  00  0.000000  
Notentlastung_48b 2016 06  16  05  00  00  0.000000  
103d_SBW         2016 06  16  05  05  00  0.055052  
ARA_Fehraltorf   2016 06  16  05  05  00  112.495542
Bacheinlauf1     2016 06  16  05  05  00  0.000000  
Bacheinlauf2     2016 06  16  05  05  00  0.006515  
Bacheinlauf30    2016 06  16  05  05  00  0.000000  
Bacheinlauf47    2016 06  16  05  05  00  0.000000  
Node_8           2016 06  16  05  05  00  0.000000  
Notentlastung_48b 2016 06  16  05  05  00  0.000000  
103d_SBW         2016 06  16  05  10  00  0.055107  
ARA_Fehraltorf   2016 06  16  05  10  00  112.469413
Bacheinlauf1     2016 06  16  05  10  00  0.000000  
Bacheinlauf2     2016 06  16  05  10  00  0.006412  
Bacheinlauf30    2016 06  16  05  10  00  0.000000  
Bacheinlauf47    2016 06  16  05  10  00  0.000000  
Node_8           2016 06  16  05  10  00  0.000000  
Notentlastung_48b 2016 06  16  05  10  00  0.000000  
103d_SBW         2016 06  16  05  15  00  0.053201  
ARA_Fehraltorf   2016 06  16  05  15  00  112.419908
Bacheinlauf1     2016 06  16  05  15  00  0.000000  
Bacheinlauf2     2016 06  16  05  15  00  0.006219  
Bacheinlauf30    2016 06  16  05  15  00  0.000000  
Bacheinlauf47    2016 06  16  05  15  00  0.000000  
Node_8           2016 06  16  05  15  00  0.000000  
Notentlastung_48b 2016 06  16  05  15  00  0.000000  
103d_SBW         2016 06  16  05  20  00  0.043170  
ARA_Fehraltorf   2016 06  16  05  20  00  112.370219
Bacheinlauf1     2016 06  16  05  20  00  0.000000  
Bacheinlauf2     2016 06  16  05  20  00  0.005711  
Bacheinlauf30    2016 06  16  05  20  00  0.000000  
Bacheinlauf47    2016 06  16  05  20  00  0.000000  
Node_8           2016 06  16  05  20  00  0.000000  
Notentlastung_48b 2016 06  16  05  20  00  0.000000  
103d_SBW         2016 06  16  05  25  00  0.026577  
ARA_Fehraltorf   2016 06  16  05  25  00  112.579290
Bacheinlauf1     2016 06  16  05  25  00  0.000000  
Bacheinlauf2     2016 06  16  05  25  00  0.004215  
Bacheinlauf30    2016 06  16  05  25  00  0.000000  
Bacheinlauf47    2016 06  16  05  25  00  0.000000  
Node_8           2016 06  16  05  25  00  0.000000  
Notentlastung_48b 2016 06  16  05  25  00  0.000000  
103d_SBW         2016 06  16  05  30  00  0.011426  
ARA_Fehraltorf   2016 06  16  05  30  00  112.213773
Bacheinlauf1     2016 06  16  05  30  00  0.000000  
Bacheinlauf2     2016 06  16  05  30  00  0.002587  
Bacheinlauf30    2016 06  16  05  30  00  0.000000  
Bacheinlauf47    2016 06  16  05  30  00  0.000000  
Node_8           2016 06  16  05  30  00  0.000000  
Notentlastung_48b 2016 06  16  05  30  00  0.000000  
103d_SBW         2016 06  16  05  35  00  0.003126  
ARA_Fehraltorf   2016 06  16  05  35  00  110.121705
Bacheinlauf1     2016 06  16  05  35  00  0.000000  
Bacheinlauf2     2016 06  16  05  35  00  0.001559  
Bacheinlauf30    2016 06  16  05  35  00  0.000000  
Bacheinlauf47    2016 06  16  05  35  00  0.000000  
Node_8           2016 06  16  05  35  00  0.000000  
Notentlastung_48b 2016 06  16  05  35  00  0.000000  
103d_SBW         2016 06  16  05  40  00  0.002166  
ARA_Fehraltorf   2016 06  16  05  40  00  108.495310
Bacheinlauf1     2016 06  16  05  40  00  0.000000  
Bacheinlauf2     2016 06  16  05  40  00  0.001342  
Bacheinlauf30    2016 06  16  05  40  00  0.000000  
Bacheinlauf47    2016 06  16  05  40  00  0.000000  
Node_8           2016 06  16  05  40  00  0.000000  
Notentlastung_48b 2016 06  16  05  40  00  0.000000  
103d_SBW         2016 06  16  05  45  00  0.002166  
ARA_Fehraltorf   2016 06  16  05  45  00  108.495310
Bacheinlauf1     2016 06  16  05  45  00  0.000000  
Bacheinlauf2     2016 06  16  05  45  00  0.001342  
Bacheinlauf30    2016 06  16  05  45  00  0.000000  
Bacheinlauf47    2016 06  16  05  45  00  0.000000  
Node_8           2016 06  16  05  45  00  0.000000  
Notentlastung_48b 2016 06  16  05  45  00  0.000000  
103d_SBW         2016 06  16  05  50  00  0.002166  
ARA_Fehraltorf   2016 06  16  05  50  00  108.495310
Bacheinlauf1     2016 06  16  05  50  00  0.000000  
Bacheinlauf2     2016 06  16  05  50  00  0.001342  
Bacheinlauf30    2016 06  16  05  50  00  0.000000  
Bacheinlauf47    2016 06  16  05  50  00  0.000000  
Node_8           2016 06  16  05  50  00  0.000000  
Notentlastung_48b 2016 06  16  05  50  00  0.000000  
103d_SBW         2016 06  16  05  55  00  0.002166  
ARA_Fehraltorf   2016 06  16  05  55  00  108.495310
Bacheinlauf1     2016 06  16  05  55  00  0.000000  
Bacheinlauf2     2016 06  16  05  55  00  0.001342  
Bacheinlauf30    2016 06  16  05  55  00  0.000000  
Bacheinlauf47    2016 06  16  05  55  00  0.000000  
Node_8           2016 06  16  05  55  00  0.000000  
Notentlastung_48b 2016 06  16  05  55  00  0.000000  
103d_SBW         2016 06  16  06  00  00  0.002149  
ARA_Fehraltorf   2016 06  16  06  00  00  108.456415
Bacheinlauf1     2016 06  16  06  00  00  0.000000  
Bacheinlauf2     2016 06  16  06  00  00  0.001338  
Bacheinlauf30    2016 06  16  06  00  00  0.000000  
Bacheinlauf47    2016 06  16  06  00  00  0.000000  
Node_8           2016 06  16  06  00  00  0.000000  
Notentlastung_48b 2016 06  16  06  00  00  0.000000  
103d_SBW         2016 06  16  06  05  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  05  00  102.676203
Bacheinlauf1     2016 06  16  06  05  00  0.000000  
Bacheinlauf2     2016 06  16  06  05  00  0.000000  
Bacheinlauf30    2016 06  16  06  05  00  0.000000  
Bacheinlauf47    2016 06  16  06  05  00  0.000000  
Node_8           2016 06  16  06  05  00  0.000000  
Notentlastung_48b 2016 06  16  06  05  00  0.000000  
103d_SBW         2016 06  16  06  10  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  10  00  102.209422
Bacheinlauf1     2016 06  16  06  10  00  0.000000  
Bacheinlauf2     2016 06  16  06  10  00  0.000000  
Bacheinlauf30    2016 06  16  06  10  00  0.000000  
Bacheinlauf47    2016 06  16  06  10  00  0.000000  
Node_8           2016 06  16  06  10  00  0.000000  
Notentlastung_48b 2016 06  16  06  10  00  0.000000  
103d_SBW         2016 06  16  06  15  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  15  00  102.209422
Bacheinlauf1     2016 06  16  06  15  00  0.000000  
Bacheinlauf2     2016 06  16  06  15  00  0.000000  
Bacheinlauf30    2016 06  16  06  15  00  0.000000  
Bacheinlauf47    2016 06  16  06  15  00  0.000000  
Node_8           2016 06  16  06  15  00  0.000000  
Notentlastung_48b 2016 06  16  06  15  00  0.000000  
103d_SBW         2016 06  16  06  20  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  20  00  100.312280
Bacheinlauf1     2016 06  16  06  20  00  0.000000  
Bacheinlauf2     2016 06  16  06  20  00  0.000000  
Bacheinlauf30    2016 06  16  06  20  00  0.000000  
Bacheinlauf47    2016 06  16  06  20  00  0.000000  
Node_8           2016 06  16  06  20  00  0.000000  
Notentlastung_48b 2016 06  16  06  20  00  0.000000  
103d_SBW         2016 06  16  06  25  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  25  00  98.120924 
Bacheinlauf1     2016 06  16  06  25  00  0.000000  
Bacheinlauf2     2016 06  16  06  25  00  0.000000  
Bacheinlauf30    2016 06  16  06  25  00  0.000000  
Bacheinlauf47    2016 06  16  06  25  00  0.000000  
Node_8           2016 06  16  06  25  00  0.000000  
Notentlastung_48b 2016 06  16  06  25  00  0.000000  
103d_SBW         2016 06  16  06  30  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  30  00  98.120924 
Bacheinlauf1     2016 06  16  06  30  00  0.000000  
Bacheinlauf2     2016 06  16  06  30  00  0.000000  
Bacheinlauf30    2016 06  16  06  30  00  0.000000  
Bacheinlauf47    2016 06  16  06  30  00  0.000000  
Node_8           2016 06  16  06  30  00  0.000000  
Notentlastung_48b 2016 06  16  06  30  00  0.000000  
103d_SBW         2016 06  16  06  35  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  35  00  98.120924 
Bacheinlauf1     2016 06  16  06  35  00  0.000000  
Bacheinlauf2     2016 06  16  06  35  00  0.000000  
Bacheinlauf30    2016 06  16  06  35  00  0.000000  
Bacheinlauf47    2016 06  16  06  35  00  0.000000  
Node_8           2016 06  16  06  35  00  0.000000  
Notentlastung_48b 2016 06  16  06  35  00  0.000000  
103d_SBW         2016 06  16  06  40  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  40  00  97.055772 
Bacheinlauf1     2016 06  16  06  40  00  0.000000  
Bacheinlauf2     2016 06  16  06  40  00  0.000000  
Bacheinlauf30    2016 06  16  06  40  00  0.000000  
Bacheinlauf47    2016 06  16  06  40  00  0.000000  
Node_8           2016 06  16  06  40  00  0.000000  
Notentlastung_48b 2016 06  16  06  40  00  0.000000  
103d_SBW         2016 06  16  06  45  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  45  00  95.544092 
Bacheinlauf1     2016 06  16  06  45  00  0.000000  
Bacheinlauf2     2016 06  16  06  45  00  0.000000  
Bacheinlauf30    2016 06  16  06  45  00  0.000000  
Bacheinlauf47    2016 06  16  06  45  00  0.000000  
Node_8           2016 06  16  06  45  00  0.000000  
Notentlastung_48b 2016 06  16  06  45  00  0.000000  
103d_SBW         2016 06  16  06  50  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  50  00  95.273050 
Bacheinlauf1     2016 06  16  06  50  00  0.000000  
Bacheinlauf2     2016 06  16  06  50  00  0.000000  
Bacheinlauf30    2016 06  16  06  50  00  0.000000  
Bacheinlauf47    2016 06  16  06  50  00  0.000000  
Node_8           2016 06  16  06  50  00  0.000000  
Notentlastung_48b 2016 06  16  06  50  00  0.000000  
103d_SBW         2016 06  16  06  55  00  0.000000  
ARA_Fehraltorf   2016 06  16  06  55  00  95.232366 
Bacheinlauf1     2016 06  16  06  55  00  0.000000  
Bacheinlauf2     2016 06  16  06  55  00  0.000000  
Bacheinlauf30    2016 06  16  06  55  00  0.000000  
Bacheinlauf47    2016 06  16  06  55  00  0.000000  
Node_8           2016 06  16  06  55  00  0.000000  
Notentlastung_48b 2016 06  16  06  55  00  0.000000  
103d_SBW         2016 06  16  07  00  00  0.000000  
ARA_Fehraltorf   2016 06  16  07  00  00  95.232366 
Bacheinlauf1     2016 06  16  07  00  00  0.000000  
Bacheinlauf2     2016 06  16  07  00  00  0.000000  
Bacheinlauf30    2016 06  16  07  00  00  0.000000  
Bacheinlauf47    2016 06  16  07  00  00  0.000000  
Node_8           2016 06  16  07  00  00  0.000000  
Notentlastung_48b 2016 06  16  07  00  00  0.000000  
103d_SBW         2016 06  16  07  05  00  0.000000  
ARA_Fehraltorf   2016 06  16  07  05  00  93.464724 
Bacheinlauf1     2016 06  16  07  05  00  0.000000  
Bacheinlauf2     2016 06  16  07  05  00  0.000000  
Bacheinlauf30    2016 06  16  07  05  00  0.000000  
Bacheinlauf47    2016 06  16  07  05  00  0.000000  
Node_8           2016 06  16  07  05  00  0.000000  
Notentlastung_48b 2016 06  16  07  05  00  0.000000  
103d_SBW         2016 06  16  07  10  00  0.000000  
ARA_Fehraltorf   2016 06  16  07  10  00  88.774328 
Bacheinlauf1     2016 06  16  07  10  00  0.000000  
Bacheinlauf2     2016 06  16  07  10  00  0.000000  
Bacheinlauf30    2016 06  16  07  10  00  0.000000  
Bacheinlauf47    2016 06  16  07  10  00  0.000000  
Node_8           2016 06  16  07  10  00  0.000000  
Notentlastung_48b 2016 06  16  07  10  00  0.000000  
103d_SBW         2016 06  16  07  15  00  0.000000  
ARA_Fehraltorf   2016 06  16  07  15  00  84.865950 
Bacheinlauf1     2016 06  16  07  15  00  0.000000  
Bacheinlauf2     2016 06  16  07  15  00  0.000000  
Bacheinlauf30    2016 06  16  07  15  00  0.000000  
Bacheinlauf47    2016 06  16  07  15  00  0.000000  
Node_8           2016 06  16  07  15  00  0.000000  
Notentlastung_48b 2016 06  16  07  15  00  0.000000  
103d_SBW         2016 06  16  07  20  00  0.000000  
ARA_Fehraltorf   2016 06  16  07  20  00  84.865950 
Bacheinlauf1     2016 06  16  07  20  00  0.000000  
Bacheinlauf2     2016 06  16  07  20  00  0.000000  
Bacheinlauf30    2016 06  16  07  20  00  0.000000  
Bacheinlauf47    2016 06  16  07  20  00  0.000000  
Node_8           2016 06  16  07  20  00  0.000000  
Notentlastung_48b 2016 06  16  07  20  00  0.000000  
103d_SBW         2016 06  16  07  25  00  0.005746  
ARA_Fehraltorf   2016 06  16  07  25  00  83.502177 
Bacheinlauf1     2016 06  16  07  25  00  0.000000  
Bacheinlauf2     2016 06  16  07  25  00  0.001063  
Bacheinlauf30    2016 06  16  07  25  00  0.000000  
Bacheinlauf47    2016 06  16  07  25  00  0.000000  
Node_8           2016 06  16  07  25  00  0.000000  
Notentlastung_48b 2016 06  16  07  25  00  0.000000  
103d_SBW         2016 06  16  07  30  00  0.028114  
ARA_Fehraltorf   2016 06  16  07  30  00  80.906343 
Bacheinlauf1     2016 06  16  07  30  00  0.000000  
Bacheinlauf2     2016 06  16  07  30  00  0.001593  
Bacheinlauf30    2016 06  16  07  30  00  0.000000  
Bacheinlauf47    2016 06  16  07  30  00  0.000000  
Node_8           2016 06  16  07  30  00  0.000000  
Notentlastung_48b 2016 06  16  07  30  00  0.000000  
103d_SBW         2016 06  16  07  35  00  0.035825  
ARA_Fehraltorf   2016 06  16  07  35  00  86.838773 
Bacheinlauf1     2016 06  16  07  35  00  0.000000  
Bacheinlauf2     2016 06  16  07  35  00  0.002496  
Bacheinlauf30    2016 06  16  07  35  00  0.000000  
Bacheinlauf47    2016 06  16  07  35  00  0.000000  
Node_8           2016 06  16  07  35  00  0.000000  
Notentlastung_48b 2016 06  16  07  35  00  0.000000  
103d_SBW         2016 06  16  07  40  00  0.040578  
ARA_Fehraltorf   2016 06  16  07  40  00  94.502467 
Bacheinlauf1     2016 06  16  07  40  00  0.000000  
Bacheinlauf2     2016 06  16  07  40  00  0.002745  
Bacheinlauf30    2016 06  16  07  40  00  0.000000  
Bacheinlauf47    2016 06  16  07  40  00  0.000000  
Node_8           2016 06  16  07  40  00  0.000000  
Notentlastung_48b 2016 06  16  07  40  00  0.000000  
103d_SBW         2016 06  16  07  45  00  0.041019  
ARA_Fehraltorf   2016 06  16  07  45  00  94.924267 
Bacheinlauf1     2016 06  16  07  45  00  0.000000  
Bacheinlauf2     2016 06  16  07  45  00  0.002762  
Bacheinlauf30    2016 06  16  07  45  00  0.000000  
Bacheinlauf47    2016 06  16  07  45  00  0.000000  
Node_8           2016 06  16  07  45  00  0.000000  
Notentlastung_48b 2016 06  16  07  45  00  0.000000  
103d_SBW         2016 06  16  07  50  00  0.048136  
ARA_Fehraltorf   2016 06  16  07  50  00  101.526495
Bacheinlauf1     2016 06  16  07  50  00  0.000000  
Bacheinlauf2     2016 06  16  07  50  00  0.003298  
Bacheinlauf30    2016 06  16  07  50  00  0.000000  
Bacheinlauf47    2016 06  16  07  50  00  0.000000  
Node_8           2016 06  16  07  50  00  0.000000  
Notentlastung_48b 2016 06  16  07  50  00  0.000000  
103d_SBW         2016 06  16  07  55  00  0.063616  
ARA_Fehraltorf   2016 06  16  07  55  00  103.458242
Bacheinlauf1     2016 06  16  07  55  00  0.000000  
Bacheinlauf2     2016 06  16  07  55  00  0.003845  
Bacheinlauf30    2016 06  16  07  55  00  0.000000  
Bacheinlauf47    2016 06  16  07  55  00  0.000000  
Node_8           2016 06  16  07  55  00  0.000000  
Notentlastung_48b 2016 06  16  07  55  00  0.000000  
103d_SBW         2016 06  16  08  00  00  0.063616  
ARA_Fehraltorf   2016 06  16  08  00  00  103.458242
Bacheinlauf1     2016 06  16  08  00  00  0.000000  
Bacheinlauf2     2016 06  16  08  00  00  0.003845  
Bacheinlauf30    2016 06  16  08  00  00  0.000000  
Bacheinlauf47    2016 06  16  08  00  00  0.000000  
Node_8           2016 06  16  08  00  00  0.000000  
Notentlastung_48b 2016 06  16  08  00  00  0.000000  
103d_SBW         2016 06  16  08  05  00  0.067143  
ARA_Fehraltorf   2016 06  16  08  05  00  104.133560
Bacheinlauf1     2016 06  16  08  05  00  0.000000  
Bacheinlauf2     2016 06  16  08  05  00  0.004391  
Bacheinlauf30    2016 06  16  08  05  00  0.000000  
Bacheinlauf47    2016 06  16  08  05  00  0.000000  
Node_8           2016 06  16  08  05  00  0.000000  
Notentlastung_48b 2016 06  16  08  05  00  0.000000  
103d_SBW         2016 06  16  08  10  00  0.062648  
ARA_Fehraltorf   2016 06  16  08  10  00  104.455845
Bacheinlauf1     2016 06  16  08  10  00  0.000000  
Bacheinlauf2     2016 06  16  08  10  00  0.004950  
Bacheinlauf30    2016 06  16  08  10  00  0.000000  
Bacheinlauf47    2016 06  16  08  10  00  0.000000  
Node_8           2016 06  16  08  10  00  0.000000  
Notentlastung_48b 2016 06  16  08  10  00  0.000000  
103d_SBW         2016 06  16  08  15  00  0.040046  
ARA_Fehraltorf   2016 06  16  08  15  00  104.011176
Bacheinlauf1     2016 06  16  08  15  00  0.000000  
Bacheinlauf2     2016 06  16  08  15  00  0.005520  
Bacheinlauf30    2016 06  16  08  15  00  0.000000  
Bacheinlauf47    2016 06  16  08  15  00  0.000000  
Node_8           2016 06  16  08  15  00  0.000000  
Notentlastung_48b 2016 06  16  08  15  00  0.000000  
103d_SBW         2016 06  16  08  20  00  0.020799  
ARA_Fehraltorf   2016 06  16  08  20  00  102.942819
Bacheinlauf1     2016 06  16  08  20  00  0.000000  
Bacheinlauf2     2016 06  16  08  20  00  0.003937  
Bacheinlauf30    2016 06  16  08  20  00  0.000000  
Bacheinlauf47    2016 06  16  08  20  00  0.000000  
Node_8           2016 06  16  08  20  00  0.000000  
Notentlastung_48b 2016 06  16  08  20  00  0.000000  
103d_SBW         2016 06  16  08  25  00  0.007657  
ARA_Fehraltorf   2016 06  16  08  25  00  103.589095
Bacheinlauf1     2016 06  16  08  25  00  0.000000  
Bacheinlauf2     2016 06  16  08  25  00  0.002393  
Bacheinlauf30    2016 06  16  08  25  00  0.000000  
Bacheinlauf47    2016 06  16  08  25  00  0.000000  
Node_8           2016 06  16  08  25  00  0.000000  
Notentlastung_48b 2016 06  16  08  25  00  0.000000  
103d_SBW         2016 06  16  08  30  00  0.002083  
ARA_Fehraltorf   2016 06  16  08  30  00  109.030712
Bacheinlauf1     2016 06  16  08  30  00  0.000000  
Bacheinlauf2     2016 06  16  08  30  00  0.001443  
Bacheinlauf30    2016 06  16  08  30  00  0.000000  
Bacheinlauf47    2016 06  16  08  30  00  0.000000  
Node_8           2016 06  16  08  30  00  0.000000  
Notentlastung_48b 2016 06  16  08  30  00  0.000000  
103d_SBW         2016 06  16  08  35  00  0.000000  
ARA_Fehraltorf   2016 06  16  08  35  00  117.876581
Bacheinlauf1     2016 06  16  08  35  00  0.000000  
Bacheinlauf2     2016 06  16  08  35  00  0.001030  
Bacheinlauf30    2016 06  16  08  35  00  0.000000  
Bacheinlauf47    2016 06  16  08  35  00  0.000000  
Node_8           2016 06  16  08  35  00  0.000000  
Notentlastung_48b 2016 06  16  08  35  00  0.000000  
103d_SBW         2016 06  16  08  40  00  0.000000  
ARA_Fehraltorf   2016 06  16  08  40  00  115.796590
Bacheinlauf1     2016 06  16  08  40  00  0.000000  
Bacheinlauf2     2016 06  16  08  40  00  0.000000  
Bacheinlauf30    2016 06  16  08  40  00  0.000000  
Bacheinlauf47    2016 06  16  08  40  00  0.000000  
Node_8           2016 06  16  08  40  00  0.000000  
Notentlastung_48b 2016 06  16  08  40  00  0.000000  
103d_SBW         2016 06  16  08  45  00  0.000000  
ARA_Fehraltorf   2016 06  16  08  45  00  111.287010
